Event_Id,Investigation_Type,Accident_Number,Event_Date,City,State,County,State_FIPS,County_FIPS,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Aircraft_Category,Registration_Number,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,FAR_Description,Schedule,Purpose_of_Flight,Air_Carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_of_Flight,Report_Status,Publication_Date
20040608X00743 , Accident , NYC04FA136 , 06/01/2004 ,Leominster,MA,WORCESTER COUNTY,25,027, FIT , Fitchburg Municipal Airport , Fatal(2) , Destroyed ,  , N21072 , Piper , PA-32-300 , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , IMC , APPROACH , Probable Cause , 04/25/2006 
20040621X00840 , Accident , CHI04FA133 , 06/01/2004 ,Owatonna,MN,STEELE COUNTY,27,147, OWA , Owatonna Degner Regional , Fatal(4) , Destroyed ,  , N81685 , Cessna , U206F , No ,1, Reciprocating ,  ,  , Personal ,  ,4,  ,  ,  , IMC , APPROACH , Probable Cause , 06/28/2006 
20040608X00763 , Accident , LAX04FA226 , 05/31/2004 ,Columbia,CA,TUOLUMNE COUNTY,06,109, O22 , Columbia , Fatal(2) , Destroyed ,  , N7626J , Piper , PA-28R-180 , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , TAKEOFF , Probable Cause , 03/26/2007 
20040608X00765 , Accident , LAX04FA223 , 05/31/2004 ,Mesa,AZ,MARICOPA COUNTY,04,013,  ,  , Fatal(2) , Destroyed ,  , N48579 , Boeing , B75N1 , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , MANEUVERING , Probable Cause , 10/27/2005 
20040604X00740 , Accident , CHI04LA129 , 05/31/2004 ,Vermontville,MI,EATON COUNTY,26,045,  ,  , Fatal(3) , Destroyed ,  , N707SH , Hall , Lancair IV-P , Yes ,1, Reciprocating ,  ,  , Business ,  ,3,  ,  ,  , IMC , CRUISE , Probable Cause , 04/28/2005 
20040615X00789 , Accident , ATL04LA123 , 05/30/2004 ,N. Myrtle Beach,SC,HORRY COUNTY,45,051, KCRE , N. Myrtle Beach/Grand Strand , Fatal(1) , Substantial ,  , N361Z , Cessna ,310, No ,2, Reciprocating ,  ,  , Personal ,  ,1,  ,3,  , VMC , APPROACH , Probable Cause , 07/07/2005 
20090621X30731 , Accident , CEN09FA369 , 06/18/2009 ,Dougherty,TX,HAYS COUNTY,48,209,  ,  , Fatal(2) , Destroyed , Airplane , N182GT , CESSNA , R182 , No ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,2,  ,  ,  , IMC ,  , Probable Cause , 04/22/2010 
20040602X00715 , Accident , CHI04LA131 , 05/29/2004 ,Mazon,IL,GRUNDY COUNTY,17,063,  ,  , Fatal(1) , Substantial ,  , None , Zorn , EAA Sport Bi-Plane , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , TAKEOFF , Probable Cause , 03/30/2005 
20040602X00716 , Accident , CHI04LA128 , 05/29/2004 ,Hager City,WI,PIERCE COUNTY,55,093, RGK , Red Wing Regional , Fatal(1) , Substantial ,  , N61429 , North American , P-51C , No ,1, Reciprocating ,  ,  , Air Race/Show ,  ,1,  ,  ,  , VMC , MANEUVERING , Probable Cause , 03/30/2005 
20001213X28338 , Accident , LAX89FA211 , 05/24/1989 ,DINSMORE,CA,SACRAMENTO COUNTY,06,067,  ,  , Fatal(4) , Destroyed ,  , N4527F , PIPER , PA-28-181 , No ,1, Reciprocating ,  ,  , Business ,  ,4,0,0,0, IMC , CRUISE , Probable Cause , 10/07/1992 
20040608X00756 , Accident , CHI04GA130 , 05/28/2004 ,Homer Glen,IL,WILL COUNTY,17,197,  ,  , Fatal(1) , Destroyed ,  , N9548D , Cessna , T206H , No ,1, Reciprocating ,  ,  , Public Aircraft ,  ,1,  ,  ,  , VMC , CRUISE , Probable Cause , 01/31/2007 
20040528X00682 , Accident , DEN04FA078 , 05/25/2004 ,Carter,WY,UINTA COUNTY,56,041, FBR , Fort Bridger , Fatal(1) , Destroyed ,  , NONE , Air Borne Windsports Pty. Ltd. , Edge Wing X , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , TAKEOFF , Probable Cause , 12/03/2004 
20040602X00717 , Accident , NYC04FA127 , 05/23/2004 ,Oxford,CT,NEW HAVEN COUNTY,09,009, OXC , Waterbury-Oxford Airport , Fatal(1) , Substantial ,  , N5763W , Mooney , M20J , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , IMC , APPROACH , Probable Cause , 02/24/2005 
20040528X00684 , Accident , DEN04FA079 , 05/23/2004 ,Pinedale,WY,SUBLETTE COUNTY,56,035,  ,  , Fatal(3) , Destroyed ,  , N231DL , Mooney , M20K , No ,1, Reciprocating ,  ,  , Personal ,  ,3,  ,  ,  , VMC , CRUISE , Probable Cause , 09/13/2005 
20040527X00678 , Accident , DEN04FA074 , 05/23/2004 ,Evanston,WY,UINTA COUNTY,56,041, EVW , Uinta County-Burns Field , Fatal(2) , Destroyed ,  , N7460Y , Piper , PA-30 , No ,2, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , IMC , APPROACH , Probable Cause , 02/24/2005 
20001208X07241 , Accident , SEA97FA034 , 12/09/1996 ,BOISE,ID,ADA COUNTY,16,001, BOI , BOISE AIR TERMINAL , Fatal(2) , Destroyed ,  , N75142 , Douglas , DC-3C , No ,2, Reciprocating ,  , NSCH , Unknown ," DESERT AIR TRANSPORT, INC. (DBA: DESERT AIR) ",2,0,0,0, VMC , TAKEOFF , Probable Cause , 03/31/1998 
20040604X00737 , Accident , IAD04LA022 , 05/22/2004 ,Alexandria,PA,HUNTINGDON COUNTY,42,061,  ,  , Fatal(1) , Destroyed ,  , N12PX , Masak , Scimitar , Yes ,0,  ,  ,  , Personal ,  ,1,  ,  ,  , VMC , MANEUVERING , Probable Cause , 09/13/2005 
20040610X00783 , Accident , ANC04FA056 , 05/21/2004 ,Cold Bay,AK,ALEUTIANS EAST BOROUGH,02,013,  ,  , Fatal(1) , Substantial ,  , N4319Z , Piper , PA-18-150 , No ,1, Reciprocating ,  ,  , Business ,  ,1,1,  ,  , VMC , APPROACH , Probable Cause , 06/08/2005 
20040601X00703 , Accident , MIA04FA086 , 05/20/2004 ,Venice,FL,SARASOTA COUNTY,12,115, KVNC , Venice Municipal , Fatal(1) , Substantial ,  , N3331W , Piper , PA-32-260 , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , LANDING , Probable Cause , 04/28/2005 
20040524X00649 , Accident , SEA04FA088 , 05/18/2004 ,Molalla,OR,CLACKAMAS COUNTY,41,005,  ,  , Fatal(1) , Destroyed ,  , N61611 , Cessna , A185F , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , CRUISE , Probable Cause , 02/24/2005 
20040526X00672 , Accident , SEA04FA083B , 05/16/2004 ,Tenino,WA,THURSTON COUNTY,53,067,  ,  , Fatal(1) , Destroyed ,  , N3329S , Cessna , 210J , No ,1, Reciprocating ,  ,  , Positioning ,  ,1,  ,1,  , VMC , CRUISE , Probable Cause , 09/13/2005 
20040526X00672 , Accident , SEA04FA083A , 05/16/2004 ,Tenino,WA,THURSTON COUNTY,53,067,  ,  , Fatal(1) , Destroyed ,  , N3510D , Cessna , 170B , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,1,  , VMC , CRUISE , Probable Cause , 09/13/2005 
20040524X00640 , Accident , ATL04FA118 , 05/16/2004 ,Morrisville,NC,DURHAM COUNTY,37,063, RDU , Raleigh-Durham International , Fatal(1) , Substantial ,  , N4550S , Beech , A36 , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , APPROACH , Probable Cause , 07/25/2007 
20040527X00676 , Accident , NYC04FA123 , 05/15/2004 ,Willoughby,OH,LAKE COUNTY,39,085, LNN , Lost Nation , Fatal(1) , Destroyed ,  , N3161M , Cessna , 310R , No ,2, Reciprocating ,  ,  , Business ,  ,1,  ,  ,  , IMC , TAKEOFF , Probable Cause , 10/27/2005 
20040602X00714 , Accident , LAX04LA213 , 05/15/2004 ,Supai,AZ,COCONINO COUNTY,04,005,  ,  , Fatal(4) , Destroyed ,  , N299SD , Bachman , Lancair IV-P , Yes ,1, Reciprocating ,  ,  , Personal ,  ,4,  ,  ,  , VMC , CRUISE , Probable Cause , 01/31/2006 
20040524X00639 , Accident , IAD04FA021 , 05/14/2004 ,Ferndale,MD,ANNE ARUNDEL COUNTY,24,003, BWI , Baltimore-Washington Intl , Fatal(1) , Destroyed ,  , N755AF , Mitsubishi , MU-2B-60 , No ,2, Turbo Prop ,  , NSCH ,  ,  ,1,  ,  ,  , VMC , APPROACH , Probable Cause , 06/08/2005 
20040519X00615 , Accident , ATL04TA116 , 05/14/2004 ,Louisburg,NC,FRANKLIN COUNTY,37,069,  ,  , Fatal(1) , Substantial ,  , N115ES , Hughes , 269A , No ,1, Reciprocating ,  ,  , Public Aircraft ,  ,1,  ,1,  , VMC , CRUISE , Probable Cause , 09/13/2005 
20040522X00631 , Accident , LAX04FA207 , 05/13/2004 ,Wittmann,AZ,MARICOPA COUNTY,04,013,  ,  , Fatal(3) , Destroyed ,  , N4144C , Piper , PA-44-180 , No ,2, Reciprocating ,  ,  , Instructional ,  ,3,  ,  ,  , VMC , MANEUVERING , Probable Cause , 09/14/2007 
20001211X15961 , Accident , SEA93LA004 , 10/04/1992 ,BAKER,OR,BAKER COUNTY,41,001, BKE , BAKER MUNICIPAL , Fatal(1) , Destroyed ,  , N111C , CARLSON , MIDGET MUSTANG , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1,0,0,0, VMC , APPROACH , Probable Cause , 08/26/1993 
20040611X00786 , Incident , FTW04IA147 , 05/11/2004 ,SMI-28,GM,#N/A,#N/A,#N/A,  ,  , Incident ,  ,  , N83MT , Bell , 206L-1 , No ,1, Turbo Shaft ,  , NSCH ,  ,  ,1,  ,  ,1, VMC , STANDING , Probable Cause , 07/07/2005 
20020719X01175 , Accident , ATL02FA143 , 07/17/2002 ,Duncanville,AL,MONTGOMERY COUNTY,01,101, TCL , Tuscaloosa Municipal , Fatal(2) , Destroyed ,  , N3400J , Cessna , 150G , No ,1, Reciprocating ,  ,  , Instructional ,  ,2,  ,  ,  , VMC , CRUISE , Probable Cause , 03/30/2005 
20040522X00629 , Accident , LAX04FA205 , 05/10/2004 ,Julian,CA,SAN DIEGO COUNTY,06,073, KCRQ , McClellan-Palomar , Fatal(2) , Destroyed ,  , N304PA , Piper , PA-44-180 , No ,2, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , CRUISE , Probable Cause , 12/28/2004 
20001212X24292 , Accident , LAX90FA311 , 09/03/1990 ,FALLON,NV,CHURCHILL COUNTY,32,001, FLX , FALLON MUNI , Fatal(1) , Destroyed ,  , N7321U , CESSNA ,411, No ,2, Reciprocating ,  ,  , Personal ,  ,1,3,1,0, VMC , TAKEOFF , Probable Cause , 03/05/1993 
20040512X00593 , Accident , NYC04LA118 , 05/07/2004 ,Sharon,MA,NORFOLK COUNTY,25,021, 6MA0 , Lake Gardner Seaplane Base , Fatal(1) , Substantial ,  , N45P , Cessna , T-50 , No ,2, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , CRUISE , Probable Cause , 12/28/2004 
20010110X00096 , Accident , MIA01FA043 , 12/14/2000 ,BELVIDERE,NC,DURHAM COUNTY,37,063,  ,  , Fatal(1) , Destroyed ,  , N120JB , Piper , PA-31-325 , No ,2, Reciprocating ,  ,  , Personal ,  ,1,0,0,0, VMC , MANEUVERING , Probable Cause , 09/27/2001 
20001213X31081 , Accident , ATL87FA187 , 06/25/1987 ,AUGUSTA,GA,RICHMOND COUNTY,13,245, DNL , DANIEL FIELD , Fatal(1) , Destroyed ,  , N2334A , BEECH , V35A , No ,1, Reciprocating ,  ,  , Positioning ,  ,1,1,0,0, IMC , APPROACH , Probable Cause , 02/24/1989 
20040511X00585 , Accident , ATL04FA107 , 05/03/2004 ,Cary,NC,CHATHAM COUNTY,37,037, RDU , RALEIGH-DURHAM INTERNATIONAL , Fatal(2) , Substantial ,  , N91514 , Mooney , M20M , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , IMC , APPROACH , Probable Cause , 09/13/2005 
20040506X00565 , Accident , ATL04LA104 , 04/30/2004 ,Fort Lauderdale,FL,BROWARD COUNTY,12,011, FXE , FORT LAUDERDALE EXECUTIVE , Fatal(1) , Substantial ,  , N31SU , Sukhoi , SU-31 , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , MANEUVERING , Probable Cause , 03/30/2005 
20040503X00547 , Accident , CHI04LA112 , 04/28/2004 ,Dodge Center,MN,DODGE COUNTY,27,039, TOB , Dodge Center , Fatal(1) , Destroyed ,  , N9919L , Grumman American , AA-1B , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , TAKEOFF , Probable Cause , 01/24/2005 
20001211X16096 , Accident , SEA93FA020 , 11/09/1992 ,BOISE,ID,ADA COUNTY,16,001, BOI , BOISE , Fatal(1) , Destroyed ,  , N7381U , CESSNA , T210R , No ,1, Reciprocating ,  , NSCH , Unknown , SPOKANE AIRWAYS ,1,0,0,0, IMC , APPROACH , Probable Cause , 09/29/1993 
20001213X26619 , Accident , MIA88FA254 , 08/13/1988 ,FLOWEREE,MS,HINDS COUNTY,28,049,  ,  , Fatal(1) , Destroyed ,  , N5555T , CESSNA , 172E , No ,1, Reciprocating ,  ,  , Personal ,  ,1,0,0,0, VMC , UNKNOWN , Probable Cause , 07/18/1990 
20040429X00529 , Accident , ATL04LA097 , 04/23/2004 ,Oakland,TN,FAYETTE COUNTY,47,047,  ,  , Fatal(1) , Destroyed ,  , N511WD , Durr , Lancair Legacy , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , IMC , CRUISE , Probable Cause , 04/28/2005 
20040426X00509 , Accident , MIA04FA076 , 04/20/2004 ,Tampa,FL,HILLSBOROUGH COUNTY,12,057, TPF , Peter O'Knight , Fatal(2) , Substantial ,  , N1910Q , Cessna , 177RG , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , APPROACH , Probable Cause , 01/31/2006 
20040426X00513 , Accident , CHI04FA107 , 04/20/2004 ,Boonville,IN,WARRICK COUNTY,18,173,  ,  , Fatal(1) , Substantial ,  , N137AE , Bell , 206L-1 , No ,1, Turbo Shaft ,  , NSCH ,  , AIR EVAC EMS INC (DBA: Air Evac Life Team) ,1,3,  ,  , VMC , CRUISE , Probable Cause , 06/08/2005 
20040423X00506 , Accident , ATL04FA096 , 04/19/2004 ,Greenwood,SC,GREENWOOD COUNTY,45,047, GRD , Greenwood County , Fatal(4) , Destroyed ,  , N8157J , Cirrus Design Corp. , SR20 , No ,1, Reciprocating ,  ,  , Business ,  ,4,  ,  ,  , VMC , TAKEOFF , Probable Cause , 04/28/2005 
20020917X04428 , Accident , CHI83FA023 , 10/21/1982 ,INDIAN HILL,OH,DELAWARE COUNTY,39,041,  ,  , Fatal(1) , Destroyed , Helicopter , N9015R , ROBINSON , R-22 , No ,1, Reciprocating , Part 91: General Aviation ,  , Instructional ,  ,1,0,0,0, VMC , MANEUVERING , Probable Cause , 10/21/1983 
20040429X00530 , Accident , FTW04LA108 , 04/13/2004 ,Goliad,TX,GOLIAD COUNTY,48,175,  ,  , Fatal(1) , Substantial ,  , N852JH , Air Tractor , AT-402B , No ,1, Turbo Prop ,  ,  , Aerial Application ,  ,1,  ,  ,  , VMC , MANEUVERING , Probable Cause , 09/01/2004 
20040415X00468 , Accident , ATL04FA093 , 04/12/2004 ,North Augusta,SC,AIKEN COUNTY,45,003, KAGS , Augusta Regional at Bush Field , Fatal(3) , Substantial ,  , N364ME , Cessna , 182S , No ,1, Reciprocating ,  ,  , Personal ,  ,3,  ,  ,  , IMC , APPROACH , Probable Cause , 09/13/2005 
20040414X00460 , Accident , IAD04LA016 , 04/10/2004 ,Edgewater,FL,VOLUSIA COUNTY,12,127,  ,  , Fatal(2) , Destroyed ,  , N860MK , Pilatus , P3-05 , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , CRUISE , Probable Cause , 12/20/2005 
20040415X00470 , Accident , ATL04LA094 , 04/07/2004 ,Eatonton,GA,PUTNAM COUNTY,13,237,  ,  , Fatal(1) , Minor ,  , N2200D , Firefly , F8B , No ,  ,  ,  ,  , Personal ,  ,1,  ,  ,  , VMC , STANDING , Probable Cause , 10/28/2004 
20040408X00428 , Accident , DEN04FA057 , 04/06/2004 ,Burlington,CO,KIT CARSON COUNTY,08,063,  ,  , Fatal(1) , Destroyed ,  , N3524Y , Cessna , 182F , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , IMC , CRUISE , Probable Cause , 09/29/2004 
20001212X22657 , Accident , ATL90FA075 , 03/09/1990 ,CROSS,SC,CHARLESTON COUNTY,45,019,  ,  , Fatal(1) , Destroyed ,  , N4875M , SIKORSKY , HSS-1N , No ,1, Reciprocating ,  , UNK , Other Work Use ,  ,1,0,0,0, VMC , CRUISE , Probable Cause , 12/14/1992 
20040426X00508 , Accident , MIA04LA069 , 04/04/2004 ,Labelle,FL,HENDRY COUNTY,12,051, FD20 , Sundance Farms Airport , Fatal(1) , Destroyed ,  , None , Louis Amato , Buccaneer , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , TAKEOFF , Probable Cause , 09/13/2005 
20001213X25296 , Accident , MIA88FA127 , 03/14/1988 ,FERNANDINA BCH,FL,LEON COUNTY,12,073, 55J , FERNANDINA BEACH , Fatal(1) , Destroyed ,  , N4781H , MOONEY , M-20J , No ,1, Reciprocating ,  ,  , Business ,  ,1,0,0,0, VMC , APPROACH , Probable Cause , 02/28/1989 
20040409X00441 , Accident , LAX04FA177 , 04/04/2004 ,Ukiah,CA,MENDOCINO COUNTY,06,045, UKI , Ukiah , Fatal(1) , Destroyed ,  , N4130D , Piper , PA-32R-301T , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , IMC , TAKEOFF , Probable Cause , 12/28/2004 
20040414X00463 , Accident , CHI04LA100 , 04/04/2004 ,Curtis,NE,FRONTIER COUNTY,31,063,  ,  , Fatal(1) , Destroyed ,  , N9599B , Christen , A-1 , No ,1, Reciprocating ,  ,  , Personal ,  ,1,1,  ,  , VMC , TAKEOFF , Probable Cause , 06/08/2005 
20040409X00438 , Accident , NYC04FA100 , 04/02/2004 ,Harrietstown,NY,FRANKLIN COUNTY,36,033, SLK , Adirondack Regional Airport , Fatal(2) , Substantial ,  , N4686J , Piper , PA-28R-180 , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , IMC , APPROACH , Probable Cause , 10/27/2005 
20040414X00461 , Accident , SEA04LA063B , 04/01/2004 ,Oso,WA,SNOHOMISH COUNTY,53,061,  ,  , Fatal(1) , Substantial ,  , N400WJ , Glaser-Dirks , DG-400 , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,1,  , VMC , MANEUVERING , Probable Cause , 09/29/2004 
20040414X00461 , Accident , SEA04LA063A , 04/01/2004 ,Oso,WA,SNOHOMISH COUNTY,53,061,  ,  , Fatal(1) , Substantial ,  , N161D , Glasflugel , STD Libelle 201B , No ,  ,  ,  ,  , Personal ,  ,1,  ,1,  , VMC , MANEUVERING , Probable Cause , 09/29/2004 
20040405X00421 , Accident , SEA04LA062 , 04/01/2004 ,College Place,WA,WALLA WALLA COUNTY,53,071, S95 , Martin Field , Fatal(1) , Substantial ,  , N284DM , Davenport (Van's) , RV-8F , Yes ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , TAKEOFF , Probable Cause , 09/29/2004 
20001212X22630 , Accident , SEA90FA045 , 02/05/1990 ,BAKER,OR,BAKER COUNTY,41,001,  ,  , Fatal(1) , Destroyed ,  , N50GP , CESSNA , 402B , No ,2, Reciprocating ,  , NSCH , Unknown ,  ,1,0,0,0, UNK , CRUISE , Probable Cause , 09/21/1992 
20040402X00418 , Accident , NYC04FA093 , 03/25/2004 ,Pittsfield,MA,BERKSHIRE COUNTY,25,003,  ,  , Fatal(1) , Substantial ,  , N201UV , Mitsubishi , MU-2B-36 , No ,2, Turbo Prop ,  , NSCH ,  ,  ,1,  ,  ,  , VMC , CRUISE , Probable Cause , 07/07/2005 
20141112X21844 , Accident , CEN15FA044 , 11/12/2014 ,Clines Corners,NM,TORRANCE COUNTY,35,057,  , N/A , Fatal(1) , Destroyed , Airplane , N231JF , MOONEY AIRCRAFT CORP. , M20K , No ,1, Reciprocating , Part 91: General Aviation ,  , Personal ,  ,1,  ,  ,  , VMC ,  , Probable Cause , 09/22/2016 
20040422X00501 , Accident , DCA04MA030 , 03/23/2004 , ,#VALUE!,#VALUE!,#VALUE!,#N/A, GLS , Galveston - Shoals , Fatal(10) , Destroyed ,  , N579EH , Sikorsky , S76A++ , No ,2, Turbo Shaft ,  , NSCH ,  ," ERA Aviation, Inc. ",10,  ,  ,  , VMC , CRUISE , Probable Cause , 08/22/2006 
20040329X00383 , Accident , NYC04FA092 , 03/21/2004 ,Harlan,KY,HARLAN COUNTY,21,095, LEX , Blue Grass Airport , Fatal(6) , Destroyed ,  , N8173U , Piper , PA-32R-301 , No ,1, Reciprocating ,  ,  , Personal ,  ,6,  ,  ,  , IMC , CRUISE , Probable Cause , 12/03/2004 
20040330X00398 , Accident , LAX04FA168 , 03/21/2004 ,Cameron Park,CA,EL DORADO COUNTY,06,017, O61 , Cameron Airpark , Fatal(2) , Destroyed ,  , N6374V , Alon , A2 , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , TAKEOFF , Probable Cause , 04/25/2006 
20040325X00375 , Accident , FTW04FA097 , 03/21/2004 ,Pyote,TX,WARD COUNTY,48,475,  ,  , Fatal(4) , Destroyed ,  , N502MT , Bell ,407, No ,1, Turbo Shaft ,  , NSCH ,  ,  ,4,1,  ,  , IMC , CRUISE , Probable Cause , 01/26/2006 
20001213X30162 , Accident , SEA87LA048 , 01/25/1987 ,FALLON,NV,CHURCHILL COUNTY,32,001,  ,  , Fatal(2) , Destroyed ,  , N66996 , MICHAEL D. MANSFIELD , KR-2 , Yes ,1, Reciprocating ,  ,  , Personal ,  ,2,0,0,0, VMC , MANEUVERING , Probable Cause , 03/30/1988 
20040325X00372 , Accident , ANC04FA042 , 03/17/2004 ,DeLand,FL,VOLUSIA COUNTY,12,127, 1J6 , Bob Lee Flight Strip , Fatal(2) , Destroyed ,  , N2080Z , Cessna , 150C , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , TAKEOFF , Probable Cause , 01/24/2005 
20040330X00400 , Accident , LAX04TA161 , 03/16/2004 ,Safford,AZ,GRAHAM COUNTY,04,009,  ,  , Fatal(1) , Destroyed , Airplane , N6259N , WSK PZL Mielec , M-18A , No ,1, Reciprocating , Public Use ,  , Public Aircraft ,  ,1,  ,  ,  , VMC , APPROACH , Probable Cause , 03/14/2011 
20040330X00399 , Accident , LAX04FA162 , 03/16/2004 ,Los Angeles,CA,LOS ANGELES COUNTY,06,037, SMO , Santa Monica , Fatal(2) , Destroyed ,  , N1148V , Mooney , M20K , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , IMC , GO-AROUND , Probable Cause , 04/25/2006 
20040325X00374 , Accident , MIA04FA060 , 03/15/2004 ,Spring Hill,FL,HERNANDO COUNTY,12,053,  ,  , Fatal(1) , Minor ,  , N8148G , Cessna , 182P , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , IMC , CRUISE , Probable Cause , 03/26/2007 
20040325X00373 , Accident , MIA04LA058 , 03/12/2004 ,Bunnell,FL,FLAGLER COUNTY,12,035, X47 , Flagler County , Fatal(1) , Substantial ,  , N69EP , Ortmayer/Parson , none , Yes ,1, Reciprocating ,  ,  , Instructional ,  ,1,1,  ,  , VMC , TAXI , Probable Cause , 09/13/2005 
20040319X00344 , Accident , LAX04FA165 , 03/11/2004 ,Napa,CA,NAPA COUNTY,06,055,  ,  , Fatal(2) , Destroyed ,  , N966MA , Mitsubishi , MU-2B-40 , No ,2, Turbo Prop ,  ,  , Personal ,  ,2,  ,  ,  , VMC , APPROACH , Probable Cause , 09/14/2007 
20040315X00324 , Accident , LAX04FA150 , 03/09/2004 ,Oakdale,CA,STANISLAUS COUNTY,06,099,  ,  , Fatal(2) , Destroyed ,  , N93707 , Ercoupe , 415-C , No ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , MANEUVERING , Probable Cause , 01/31/2006 
20040426X00507 , Accident , MIA04LA068 , 03/06/2004 ,Labelle,FL,HENDRY COUNTY,12,051,  ,  , Fatal(2) , Destroyed ,  , None , Quad City Aircraft Corp , Challenger II , Yes ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , MANEUVERING , Probable Cause , 09/13/2005 
20001212X18198 , Accident , SEA91LA237 , 09/15/1991 ,CURTIS,WA,THURSTON COUNTY,53,067, 0WA2 , CURTIS , Fatal(1) , Destroyed ,  , N4693C , CESSNA , 170B , No ,1, Reciprocating ,  ,  , Personal ,  ,1,0,0,0, VMC , MANEUVERING , Probable Cause , 07/23/1993 
20040305X00273 , Accident , ATL04FA079 , 02/29/2004 ,Blountville,TN,SULLIVAN COUNTY,47,163, TRI , Tri Cities Regional Airport , Fatal(2) , Substantial ,  , N9660T , Cessna ,210, No ,1, Reciprocating ,  ,  , Instructional ,  ,2,  ,  ,  , VMC , LANDING , Probable Cause , 03/30/2005 
20040308X00294 , Accident , NYC04LA078 , 02/28/2004 ,Nicholasville,KY,JESSAMINE COUNTY,21,113,  , None , Fatal(1) , Substantial ,  , N4110M , Raven Industries , Rally RX7 , No ,0,  ,  ,  , Personal ,  ,1,  ,  ,  , VMC , TAKEOFF , Probable Cause , 04/28/2005 
20001211X11996 , Accident , LAX93FA149 , 03/11/1993 ,EAGLE MOUNTAIN,CA,SACRAMENTO COUNTY,06,067,  ,  , Fatal(3) , Destroyed ,  , N2656N , CESSNA , 421C , No ,2, Reciprocating ,  ,  , Positioning ,  ,3,0,0,0, VMC , CLIMB , Probable Cause , 06/24/1994 
20040308X00295 , Accident , NYC04FA077 , 02/26/2004 ,Corry,PA,ERIE COUNTY,42,049, NONE ,  , Fatal(1) , Substantial ,  , N4166P , Piper , PA-28-181 , No ,1, Reciprocating ,  ,  , Personal ,  ,1,  ,  ,  , VMC , CRUISE , Probable Cause , 04/28/2005 
20040319X00343 , Accident , FTW04FA083 , 02/26/2004 ,Wrightsville,AR,PULASKI COUNTY,05,119, PVT , Private , Fatal(1) , Destroyed ,  , N43005 , Taylorcraft , BC12-D , No ,1, Reciprocating ,  ,  , Personal ,  ,1,1,  ,  , VMC , APPROACH , Probable Cause , 06/30/2004 
20040225X00234 , Accident , FTW04LA080 , 02/23/2004 ,Hazen,AR,PRAIRIE COUNTY,05,117, 21AR , Skarda/Tollville Airport , Fatal(1) , Destroyed ,  , N6721K , Grumman , G-164C , No ,1, Reciprocating ,  ,  , Aerial Application ,  ,1,  ,  ,  , VMC , MANEUVERING , Probable Cause , 09/29/2004 
20031009X01685 , Accident , ATL03LA152 , 06/11/2003 ,Elsanor,AL,MONTGOMERY COUNTY,01,101,  ,  , Fatal(2) , Substantial ,  , None , Chinook Plus 2 , A13-SWB , Yes ,1, Reciprocating ,  ,  , Personal ,  ,2,  ,  ,  , VMC , CRUISE , Probable Cause , 10/27/2005 
